['Fi', 'R', 'U', 'Ui', 'Fi', 'Li', 'F', 'Bi', 'Ui', 'Ui', 'R', 'Li', 'Ri', 'D', 'R', 'L', 'Bi', 'Fi', 'D', 'R', 'Fi', 'R', 'L', 'U', 'R', 'U', 'Li', 'U', 'Ri', 'F']
['B', 'D', 'Di', 'U', 'Fi', 'B', 'Di', 'B', 'B', 'D', 'Ui', 'Bi', 'Li', 'F', 'F', 'U', 'F', 'Li', 'D', 'R', 'Bi', 'R', 'F', 'Bi', 'L', 'Bi', 'Li', 'D', 'Di', 'Ui']
['Li', 'U', 'D', 'Bi', 'Ui', 'Ri', 'L', 'B', 'L', 'D', 'Ri', 'Li', 'Di', 'D', 'Ui', 'Bi', 'Ui', 'R', 'Ui', 'Bi', 'Ri', 'Ui', 'Ri', 'F', 'Li', 'Fi', 'D', 'B', 'Di', 'Li']
['B', 'D', 'B', 'Ui', 'Di', 'F', 'U', 'D', 'Li', 'Li', 'Bi', 'B', 'D', 'Ri', 'U', 'Fi', 'Di', 'L', 'Ui', 'Bi', 'B', 'U', 'L', 'Fi', 'U', 'Li', 'L', 'D', 'D', 'Bi']
['Ri', 'Bi', 'L', 'L', 'Ui', 'Bi', 'R', 'Bi', 'F', 'Ri', 'F', 'Ui', 'F', 'Ri', 'U', 'B', 'Ui', 'R', 'L', 'Fi', 'L', 'Ui', 'U', 'Bi', 'D', 'R', 'Bi', 'R', 'Di', 'D']
['Ui', 'D', 'R', 'Fi', 'Fi', 'U', 'F', 'L', 'B', 'Ui', 'Bi', 'Ui', 'B', 'F', 'Di', 'Di', 'Li', 'Di', 'U', 'Di', 'Ui', 'F', 'Fi', 'Ui', 'Di', 'R', 'U', 'L', 'F', 'Ui']
['Ui', 'Di', 'R', 'Ui', 'Fi', 'Di', 'Ri', 'Li', 'Li', 'Bi', 'D', 'Ui', 'R', 'Ri', 'L', 'Ri', 'U', 'Fi', 'D', 'D', 'Bi', 'R', 'L', 'Bi', 'U', 'U', 'L', 'D', 'Ri', 'B']
['B', 'Li', 'Li', 'B', 'Ui', 'Bi', 'Li', 'Ri', 'R', 'Bi', 'B', 'Fi', 'L', 'R', 'Ui', 'Ri', 'Ri', 'D', 'Ri', 'Di', 'U', 'Li', 'B', 'B', 'Bi', 'Bi', 'F', 'Ui', 'L', 'Ui']
['Fi', 'Di', 'F', 'Ui', 'Bi', 'D', 'U', 'F', 'Di', 'Fi', 'Ri', 'F', 'Di', 'L', 'F', 'R', 'Di', 'F', 'F', 'U', 'R', 'R', 'R', 'L', 'F', 'U', 'Ui', 'U', 'Bi', 'D']
['D', 'R', 'Ui', 'D', 'L', 'B', 'R', 'R', 'Bi', 'Ui', 'Bi', 'L', 'L', 'F', 'B', 'L', 'Ri', 'Ri', 'R', 'Ui', 'Li', 'Ui', 'Li', 'D', 'Li', 'Ri', 'Ri', 'Bi', 'L', 'Di']
['Ri', 'L', 'D', 'Li', 'Ri', 'R', 'Ui', 'D', 'U', 'Fi', 'R', 'B', 'Bi', 'Ri', 'F', 'Bi', 'Ui', 'Ui', 'Ri', 'Fi', 'Bi', 'U', 'U', 'Ri', 'B', 'Li', 'Li', 'U', 'F', 'B']
['Ui', 'L', 'B', 'Ri', 'U', 'Fi', 'D', 'R', 'Ri', 'D', 'B', 'Ui', 'L', 'Ri', 'R', 'Ui', 'F', 'R', 'Di', 'F', 'D', 'Ui', 'Di', 'Ui', 'Ui', 'Ri', 'F', 'F', 'U', 'Ri']
['R', 'Fi', 'Ri', 'Bi', 'Bi', 'Li', 'Li', 'Bi', 'Fi', 'Ui', 'Ri', 'U', 'D', 'Fi', 'B', 'Ui', 'D', 'F', 'B', 'L', 'B', 'Li', 'Li', 'D', 'Bi', 'F', 'Di', 'Bi', 'R', 'U']
['Bi', 'R', 'B', 'F', 'L', 'D', 'Bi', 'Li', 'Bi', 'Bi', 'D', 'Fi', 'Ui', 'Bi', 'B', 'Fi', 'R', 'B', 'Bi', 'L', 'Ui', 'Ri', 'Ri', 'F', 'L', 'U', 'U', 'Li', 'L', 'F']
['R', 'R', 'D', 'F', 'R', 'Bi', 'Di', 'Ui', 'D', 'F', 'Ui', 'Bi', 'U', 'B', 'Ri', 'R', 'D', 'R', 'Li', 'Fi', 'D', 'Di', 'D', 'F', 'F', 'Di', 'F', 'L', 'Ui', 'D']
['B', 'Fi', 'F', 'Fi', 'Ri', 'Di', 'Fi', 'Ui', 'R', 'Di', 'Bi', 'Bi', 'B', 'U', 'Fi', 'U', 'F', 'U', 'U', 'Fi', 'F', 'Ri', 'L', 'D', 'U', 'Ri', 'B', 'Fi', 'F', 'Di']
['Di', 'L', 'Li', 'Di', 'Bi', 'Li', 'Ui', 'L', 'Li', 'L', 'Di', 'F', 'Fi', 'L', 'L', 'Fi', 'Di', 'L', 'Ui', 'Bi', 'F', 'R', 'Ui', 'B', 'U', 'Ui', 'Ui', 'Li', 'L', 'D']
['L', 'D', 'F', 'Fi', 'L', 'R', 'F', 'U', 'Fi', 'Li', 'Di', 'L', 'U', 'Li', 'F', 'D', 'Ui', 'L', 'Di', 'R', 'U', 'D', 'B', 'B', 'Ri', 'D', 'Bi', 'L', 'R', 'Ui']
['B', 'F', 'F', 'R', 'D', 'F', 'Ui', 'Ui', 'L', 'Li', 'B', 'Li', 'B', 'U', 'Li', 'Bi', 'U', 'Ri', 'L', 'Li', 'F', 'B', 'Di', 'B', 'Bi', 'D', 'U', 'L', 'Li', 'Li']
['D', 'Di', 'Bi', 'Di', 'R', 'R', 'L', 'D', 'Di', 'Bi', 'Li', 'F', 'F', 'R', 'B', 'U', 'F', 'U', 'D', 'Di', 'L', 'L', 'Ui', 'Ui', 'L', 'D', 'L', 'F', 'Ri', 'B']
['R', 'F', 'Fi', 'Ui', 'Fi', 'Di', 'L', 'F', 'U', 'Di', 'Ui', 'U', 'Fi', 'Li', 'U', 'Ri', 'D', 'U', 'Ri', 'Ui', 'L', 'L', 'B', 'F', 'F', 'Di', 'R', 'B', 'F', 'B']
['B', 'L', 'U', 'R', 'Fi', 'Ri', 'Li', 'Di', 'Di', 'Ui', 'Ui', 'Fi', 'B', 'U', 'L', 'B', 'Bi', 'Ri', 'Ri', 'F', 'U', 'Fi', 'Ui', 'L', 'B', 'B', 'Bi', 'D', 'Li', 'D']
['Ri', 'R', 'R', 'Ri', 'Fi', 'Li', 'U', 'F', 'R', 'Bi', 'F', 'B', 'Li', 'B', 'Bi', 'F', 'Li', 'Li', 'Li', 'D', 'Li', 'L', 'F', 'B', 'L', 'Bi', 'B', 'Fi', 'Fi', 'Li']
['Di', 'L', 'D', 'Li', 'Li', 'Fi', 'Bi', 'Fi', 'D', 'B', 'B', 'R', 'L', 'Ui', 'Li', 'Ui', 'Bi', 'L', 'R', 'F', 'Ui', 'Ui', 'D', 'F', 'Di', 'Fi', 'B', 'Di', 'Bi', 'F']
['Li', 'Li', 'F', 'Di', 'Ri', 'Fi', 'U', 'B', 'U', 'Li', 'F', 'U', 'B', 'Bi', 'Bi', 'R', 'U', 'B', 'L', 'Ri', 'D', 'F', 'Ui', 'R', 'R', 'U', 'R', 'Ui', 'U', 'Li']
['Ri', 'Ui', 'Di', 'Fi', 'R', 'Li', 'B', 'U', 'D', 'D', 'F', 'F', 'D', 'R', 'F', 'B', 'B', 'Di', 'U', 'U', 'L', 'F', 'Ri', 'Ui', 'R', 'Fi', 'B', 'Li', 'Fi', 'Fi']
['U', 'L', 'R', 'U', 'Fi', 'Bi', 'Fi', 'L', 'F', 'Bi', 'R', 'D', 'Ui', 'Ui', 'Fi', 'Ri', 'Di', 'F', 'Bi', 'D', 'Di', 'Ui', 'U', 'Bi', 'D', 'D', 'Di', 'Ui', 'Li', 'F']
['L', 'Ui', 'Li', 'U', 'Li', 'Li', 'R', 'Bi', 'Li', 'L', 'Di', 'R', 'Fi', 'Fi', 'U', 'D', 'Di', 'D', 'Ri', 'Ri', 'L', 'L', 'F', 'U', 'D', 'Bi', 'U', 'Ri', 'Li', 'Ri']
['F', 'L', 'L', 'Ri', 'Ui', 'R', 'L', 'Ui', 'Fi', 'B', 'R', 'Fi', 'L', 'Di', 'Fi', 'Li', 'L', 'D', 'Ri', 'Li', 'Fi', 'Li', 'Li', 'D', 'Bi', 'Fi', 'Ri', 'Fi', 'Ui', 'Ui']
['U', 'Fi', 'Ui', 'Li', 'Bi', 'Ri', 'Di', 'F', 'Li', 'Ui', 'B', 'F', 'F', 'B', 'Ri', 'Ui', 'B', 'L', 'Li', 'U', 'Ri', 'U', 'L', 'Ui', 'B', 'B', 'Di', 'Ui', 'Ri', 'Ui']
['Ui', 'Ui', 'B', 'Di', 'F', 'Ui', 'U', 'Bi', 'R', 'F', 'U', 'Ui', 'U', 'Fi', 'Ri', 'Bi', 'Bi', 'U', 'U', 'Ri', 'F', 'Li', 'B', 'Ri', 'Fi', 'B', 'B', 'L', 'Ri', 'B']
['Ri', 'Li', 'Ui', 'Li', 'Di', 'Ui', 'Ri', 'F', 'D', 'L', 'Ui', 'Fi', 'Ri', 'Li', 'U', 'B', 'Di', 'Di', 'Fi', 'Di', 'Bi', 'Bi', 'U', 'D', 'Ui', 'D', 'Fi', 'Di', 'U', 'U']
['Li', 'L', 'Ri', 'R', 'R', 'Ui', 'D', 'Ui', 'Li', 'Di', 'D', 'Li', 'B', 'L', 'R', 'Ui', 'F', 'L', 'F', 'Ri', 'F', 'Li', 'B', 'Ri', 'Li', 'F', 'F', 'B', 'Di', 'U']
['F', 'Ri', 'Ri', 'Ui', 'F', 'U', 'Ui', 'Bi', 'F', 'Fi', 'Bi', 'D', 'L', 'R', 'Ui', 'Ri', 'D', 'Fi', 'D', 'U', 'R', 'Ri', 'Ri', 'Ui', 'R', 'Di', 'U', 'B', 'L', 'Ui']
['Di', 'Ui', 'Di', 'L', 'F', 'R', 'U', 'Ri', 'R', 'Ui', 'Fi', 'Li', 'F', 'Bi', 'B', 'Li', 'U', 'L', 'Ri', 'D', 'R', 'L', 'U', 'Ui', 'L', 'Bi', 'Di', 'D', 'D', 'L']
['B', 'Di', 'R', 'Bi', 'Ri', 'Ui', 'Ri', 'Ri', 'D', 'Ri', 'Ri', 'U', 'Di', 'R', 'Fi', 'L', 'L', 'Fi', 'Ui', 'D', 'L', 'U', 'B', 'U', 'D', 'Li', 'L', 'Bi', 'L', 'Ui']
['F', 'Li', 'R', 'R', 'U', 'Bi', 'Di', 'D', 'Li', 'Ri', 'Li', 'Ri', 'D', 'Ri', 'U', 'F', 'Ri', 'Ri', 'Di', 'D', 'Ui', 'B', 'F', 'D', 'R', 'Bi', 'D', 'L', 'Ui', 'F']
['Bi', 'R', 'L', 'Li', 'U', 'Bi', 'F', 'U', 'Fi', 'B', 'R', 'Li', 'Bi', 'L', 'B', 'R', 'B', 'R', 'U', 'Li', 'Bi', 'Li', 'B', 'F', 'U', 'Ri', 'Di', 'R', 'L', 'D']
['Bi', 'B', 'Li', 'D', 'R', 'F', 'D', 'Li', 'L', 'B', 'Ui', 'B', 'F', 'B', 'L', 'Fi', 'D', 'L', 'U', 'B', 'R', 'U', 'B', 'R', 'Di', 'Li', 'D', 'F', 'Bi', 'Di']
['D', 'Ri', 'B', 'Fi', 'Bi', 'F', 'D', 'Ui', 'L', 'D', 'B', 'B', 'D', 'Bi', 'Di', 'U', 'L', 'Bi', 'Ri', 'Ri', 'F', 'Li', 'Di', 'B', 'R', 'U', 'Bi', 'Fi', 'Bi', 'Di']
['Ri', 'Li', 'Li', 'U', 'L', 'Ri', 'Li', 'R', 'Di', 'Fi', 'L', 'Li', 'Ui', 'U', 'Di', 'U', 'Li', 'Ri', 'Di', 'Di', 'R', 'Fi', 'U', 'L', 'F', 'B', 'Ri', 'Fi', 'D', 'F']
['R', 'Fi', 'F', 'Ri', 'Ri', 'D', 'D', 'U', 'D', 'L', 'D', 'Li', 'Li', 'Ui', 'U', 'Ui', 'B', 'F', 'U', 'B', 'B', 'Ri', 'R', 'Di', 'F', 'Ui', 'Fi', 'Li', 'Di', 'Ui']
['D', 'Ri', 'R', 'Fi', 'Bi', 'L', 'B', 'Bi', 'Bi', 'B', 'Di', 'Fi', 'L', 'B', 'R', 'Ui', 'Bi', 'Ui', 'L', 'Fi', 'B', 'R', 'Ri', 'Di', 'Ri', 'Bi', 'Fi', 'Ui', 'Fi', 'R']
['R', 'Ui', 'Ri', 'Ri', 'Li', 'Di', 'B', 'U', 'D', 'L', 'Ri', 'Bi', 'L', 'F', 'L', 'D', 'L', 'Bi', 'Li', 'Fi', 'Li', 'Fi', 'Di', 'D', 'Ui', 'Li', 'F', 'Li', 'Bi', 'Ui']
['B', 'U', 'Ri', 'Bi', 'F', 'Li', 'Bi', 'Di', 'R', 'R', 'Ri', 'L', 'Ui', 'Fi', 'Ui', 'Bi', 'B', 'Ui', 'R', 'Ui', 'Di', 'Bi', 'F', 'Di', 'R', 'D', 'Fi', 'Fi', 'U', 'L']
['U', 'R', 'Fi', 'U', 'U', 'F', 'B', 'U', 'R', 'Fi', 'Ui', 'Ri', 'B', 'Di', 'F', 'Ui', 'Fi', 'F', 'Di', 'L', 'L', 'Di', 'Di', 'Bi', 'Ui', 'Ui', 'Bi', 'L', 'Fi', 'Bi']
['Ui', 'Ri', 'U', 'Fi', 'L', 'Di', 'B', 'D', 'Ri', 'Di', 'L', 'Ui', 'L', 'Li', 'Fi', 'Fi', 'Fi', 'Bi', 'B', 'F', 'Fi', 'B', 'Bi', 'Di', 'L', 'Ui', 'L', 'D', 'Fi', 'Fi']
['Fi', 'B', 'Di', 'D', 'D', 'Li', 'F', 'Di', 'D', 'L', 'Fi', 'Fi', 'Bi', 'R', 'L', 'F', 'Di', 'D', 'B', 'U', 'Ri', 'U', 'Di', 'R', 'U', 'R', 'L', 'Li', 'B', 'Ri']
['Di', 'Ri', 'B', 'B', 'D', 'R', 'Di', 'Bi', 'Li', 'F', 'Fi', 'D', 'L', 'L', 'D', 'L', 'Fi', 'F', 'F', 'Fi', 'F', 'Fi', 'D', 'B', 'L', 'Ui', 'Di', 'Bi', 'Di', 'U']
['D', 'Ri', 'F', 'Ri', 'Fi', 'Fi', 'Fi', 'B', 'Bi', 'D', 'U', 'U', 'U', 'Li', 'Ui', 'D', 'Fi', 'L', 'D', 'U', 'D', 'B', 'Fi', 'Ri', 'U', 'Bi', 'R', 'D', 'Fi', 'U']
['L', 'B', 'Li', 'F', 'Di', 'Bi', 'U', 'Di', 'F', 'Fi', 'Li', 'Fi', 'Ri', 'B', 'Fi', 'Ri', 'Fi', 'L', 'Li', 'U', 'Ui', 'R', 'D', 'D', 'Ri', 'Ri', 'U', 'D', 'L', 'Li']
['Bi', 'B', 'D', 'D', 'B', 'U', 'B', 'Li', 'Ui', 'Fi', 'Bi', 'Fi', 'L', 'B', 'U', 'Li', 'L', 'R', 'R', 'Li', 'B', 'D', 'U', 'F', 'F', 'R', 'D', 'U', 'Fi', 'Ri']
['R', 'Ri', 'R', 'D', 'Fi', 'U', 'D', 'D', 'Bi', 'Ri', 'Di', 'Ui', 'F', 'L', 'Li', 'B', 'Ri', 'Di', 'Bi', 'Ui', 'Di', 'U', 'F', 'Di', 'Fi', 'L', 'D', 'Di', 'Di', 'B']
['Li', 'Di', 'F', 'Bi', 'Di', 'U', 'D', 'R', 'B', 'R', 'R', 'R', 'B', 'Fi', 'B', 'Fi', 'Di', 'Li', 'B', 'R', 'Li', 'Di', 'Li', 'Fi', 'F', 'U', 'U', 'B', 'R', 'Di']
['Bi', 'Li', 'Li', 'Ri', 'B', 'Di', 'Ui', 'Bi', 'R', 'Li', 'F', 'Li', 'Ui', 'R', 'Li', 'Ui', 'D', 'F', 'Li', 'D', 'D', 'B', 'U', 'Ui', 'D', 'Di', 'B', 'U', 'F', 'Bi']
['Ri', 'R', 'Ri', 'B', 'U', 'Fi', 'Bi', 'Ri', 'U', 'D', 'L', 'R', 'B', 'D', 'D', 'B', 'U', 'B', 'Li', 'L', 'Ui', 'R', 'D', 'U', 'Di', 'R', 'U', 'D', 'Li', 'D']
['Di', 'Fi', 'Ri', 'R', 'U', 'L', 'D', 'R', 'Bi', 'B', 'L', 'Ri', 'Ui', 'B', 'Bi', 'F', 'Bi', 'Ui', 'L', 'Ui', 'Li', 'D', 'Fi', 'D', 'L', 'U', 'Di', 'L', 'U', 'L']
['F', 'L', 'Bi', 'Li', 'F', 'Fi', 'Ri', 'D', 'Bi', 'Fi', 'L', 'U', 'B', 'D', 'B', 'D', 'U', 'Li', 'R', 'F', 'Di', 'D', 'Di', 'Bi', 'Ri', 'Ri', 'U', 'Li', 'Fi', 'D']
['L', 'Bi', 'Ui', 'U', 'R', 'R', 'Bi', 'Di', 'R', 'F', 'F', 'D', 'Bi', 'Di', 'Ri', 'Di', 'B', 'D', 'R', 'Li', 'F', 'D', 'Fi', 'F', 'Bi', 'Fi', 'R', 'L', 'D', 'Bi']
['Li', 'L', 'D', 'Bi', 'Bi', 'U', 'U', 'F', 'Bi', 'L', 'U', 'R', 'F', 'U', 'Ui', 'Ri', 'Bi', 'Fi', 'Bi', 'Bi', 'R', 'R', 'B', 'Di', 'Li', 'U', 'D', 'Li', 'Bi', 'Ri']
['Bi', 'Fi', 'Li', 'Li', 'R', 'Ri', 'Ui', 'R', 'R', 'D', 'U', 'Fi', 'D', 'D', 'R', 'Li', 'F', 'U', 'Li', 'Li', 'L', 'Fi', 'D', 'Ui', 'F', 'U', 'Li', 'Li', 'D', 'Ui']
['L', 'Li', 'Ui', 'B', 'Bi', 'Bi', 'Fi', 'L', 'Di', 'B', 'F', 'Fi', 'Ri', 'Di', 'Di', 'U', 'B', 'R', 'U', 'Ri', 'B', 'Bi', 'F', 'Ui', 'Fi', 'Ui', 'Di', 'Ri', 'Ui', 'F']
['L', 'R', 'F', 'U', 'Bi', 'R', 'R', 'Li', 'L', 'R', 'U', 'Fi', 'L', 'L', 'R', 'U', 'Fi', 'Ri', 'U', 'B', 'Li', 'F', 'Bi', 'Ri', 'B', 'B', 'Di', 'F', 'Ui', 'Di']
['U', 'R', 'Ri', 'F', 'Ui', 'L', 'L', 'R', 'B', 'Ri', 'U', 'Di', 'Bi', 'B', 'L', 'B', 'Ri', 'D', 'U', 'Ri', 'Li', 'Li', 'Di', 'Li', 'D', 'Bi', 'Fi', 'Bi', 'D', 'Li']
['B', 'Fi', 'Ui', 'Fi', 'Fi', 'Fi', 'Li', 'R', 'Bi', 'Ri', 'U', 'Ri', 'Fi', 'Bi', 'B', 'F', 'Ui', 'L', 'U', 'D', 'L', 'F', 'Ui', 'B', 'R', 'Bi', 'U', 'Ui', 'F', 'L']
['F', 'U', 'Bi', 'B', 'Li', 'L', 'Ri', 'L', 'Ui', 'F', 'Bi', 'Bi', 'R', 'Di', 'Li', 'Bi', 'Fi', 'F', 'L', 'L', 'R', 'L', 'Di', 'Di', 'Li', 'Fi', 'B', 'Bi', 'Fi', 'Ri']
['F', 'B', 'U', 'Li', 'R', 'B', 'D', 'D', 'F', 'Ui', 'B', 'B', 'L', 'F', 'L', 'Bi', 'Fi', 'Di', 'Ui', 'L', 'Di', 'Ui', 'Bi', 'B', 'Li', 'D', 'B', 'Li', 'Di', 'Li']
['Li', 'B', 'Ri', 'R', 'Bi', 'F', 'F', 'Ri', 'Ui', 'D', 'Ui', 'L', 'F', 'U', 'Bi', 'L', 'Ui', 'U', 'Ri', 'R', 'D', 'R', 'Di', 'U', 'L', 'Ri', 'B', 'F', 'F', 'D']
['B', 'Di', 'Bi', 'B', 'Di', 'Di', 'L', 'Ri', 'Li', 'B', 'F', 'Di', 'Ri', 'D', 'Li', 'Fi', 'Di', 'Li', 'Fi', 'Li', 'U', 'Li', 'U', 'Fi', 'U', 'Bi', 'Ri', 'L', 'Li', 'Ri']
['D', 'U', 'Fi', 'D', 'U', 'Ui', 'Ui', 'R', 'B', 'Bi', 'Li', 'Ui', 'Ui', 'D', 'Li', 'Ri', 'Li', 'Di', 'U', 'Li', 'U', 'Fi', 'Fi', 'Bi', 'Ui', 'L', 'U', 'Bi', 'Bi', 'Li']
['B', 'Ri', 'Li', 'D', 'B', 'R', 'F', 'Bi', 'R', 'Bi', 'Li', 'R', 'B', 'F', 'L', 'D', 'Ri', 'Fi', 'B', 'B', 'Fi', 'B', 'Bi', 'F', 'Li', 'Bi', 'U', 'Bi', 'R', 'Li']
['L', 'F', 'Bi', 'U', 'Fi', 'Bi', 'Ri', 'U', 'B', 'Li', 'Bi', 'D', 'Ri', 'U', 'L', 'Ri', 'L', 'R', 'Ui', 'Ri', 'Li', 'L', 'Di', 'Di', 'D', 'Ri', 'U', 'B', 'Bi', 'F']
['Bi', 'Li', 'L', 'U', 'Bi', 'F', 'B', 'B', 'L', 'R', 'Ui', 'Ri', 'B', 'B', 'Ri', 'R', 'Ri', 'R', 'Di', 'R', 'R', 'Bi', 'U', 'Fi', 'Bi', 'L', 'Fi', 'F', 'Li', 'Ri']
['U', 'Ri', 'U', 'Li', 'B', 'D', 'Li', 'Fi', 'Ri', 'F', 'Bi', 'R', 'Bi', 'D', 'B', 'Ri', 'D', 'Ui', 'U', 'D', 'D', 'D', 'L', 'D', 'Fi', 'L', 'Ui', 'L', 'B', 'B']
['Ri', 'Ri', 'U', 'U', 'R', 'Di', 'D', 'Ri', 'Ui', 'F', 'Fi', 'Fi', 'Fi', 'L', 'L', 'Ui', 'Li', 'Ri', 'D', 'Li', 'L', 'B', 'Ri', 'Li', 'R', 'R', 'Ri', 'Li', 'L', 'Bi']
['R', 'F', 'Bi', 'F', 'Di', 'Bi', 'Li', 'F', 'R', 'L', 'B', 'Ui', 'B', 'Fi', 'R', 'D', 'B', 'L', 'Bi', 'Bi', 'D', 'Di', 'R', 'U', 'Ui', 'B', 'Bi', 'F', 'Fi', 'R']
['B', 'Di', 'R', 'Bi', 'R', 'B', 'F', 'Ui', 'L', 'B', 'U', 'L', 'Di', 'Ui', 'D', 'D', 'U', 'R', 'Fi', 'Di', 'Di', 'U', 'D', 'Di', 'Bi', 'Bi', 'Li', 'B', 'B', 'Ui']
['Ri', 'Di', 'Bi', 'F', 'L', 'Fi', 'Di', 'Bi', 'Ui', 'U', 'Fi', 'B', 'Di', 'R', 'R', 'Di', 'Ri', 'U', 'R', 'R', 'F', 'U', 'Di', 'Ri', 'F', 'Di', 'Li', 'B', 'Bi', 'Ui']
['U', 'Bi', 'L', 'Ri', 'Ui', 'Ui', 'Ri', 'Li', 'B', 'D', 'Ri', 'Fi', 'Di', 'F', 'B', 'Li', 'L', 'Li', 'Ui', 'D', 'B', 'Li', 'Di', 'Bi', 'Bi', 'L', 'Di', 'Bi', 'Fi', 'Ri']
['Fi', 'F', 'Ui', 'D', 'B', 'R', 'R', 'Di', 'D', 'B', 'L', 'B', 'F', 'L', 'Bi', 'F', 'Li', 'D', 'Bi', 'L', 'Ri', 'Di', 'Ri', 'U', 'F', 'Li', 'U', 'F', 'L', 'Ui']
['Ui', 'Li', 'Bi', 'D', 'R', 'U', 'Li', 'Ri', 'U', 'B', 'Ui', 'Bi', 'Ri', 'Ui', 'U', 'Di', 'B', 'Li', 'B', 'Bi', 'U', 'Ui', 'Di', 'D', 'Ui', 'B', 'Bi', 'Ri', 'Fi', 'L']
['Ui', 'Bi', 'B', 'F', 'Bi', 'B', 'D', 'R', 'Bi', 'Fi', 'Ri', 'L', 'L', 'Di', 'Fi', 'Di', 'U', 'Di', 'L', 'Bi', 'Fi', 'F', 'R', 'Fi', 'Fi', 'Li', 'R', 'Ri', 'D', 'Bi']
['Di', 'R', 'Ui', 'Ui', 'B', 'Bi', 'B', 'Fi', 'D', 'Bi', 'F', 'Fi', 'Ri', 'F', 'Fi', 'F', 'B', 'F', 'R', 'Ri', 'F', 'D', 'B', 'R', 'Ri', 'L', 'Di', 'B', 'R', 'D']
['D', 'B', 'D', 'D', 'Ri', 'D', 'Bi', 'F', 'Li', 'D', 'Li', 'U', 'Ri', 'Bi', 'F', 'Li', 'Bi', 'R', 'Ri', 'U', 'L', 'R', 'Fi', 'D', 'D', 'Di', 'Ui', 'Ui', 'Di', 'Ui']
['B', 'F', 'Li', 'Fi', 'Bi', 'Fi', 'D', 'R', 'Di', 'B', 'L', 'Bi', 'F', 'U', 'B', 'Bi', 'R', 'Ri', 'Bi', 'Ui', 'Fi', 'Fi', 'L', 'Ui', 'Ui', 'Bi', 'Li', 'Ui', 'Li', 'F']
['Ui', 'L', 'Ui', 'D', 'Ui', 'D', 'R', 'F', 'L', 'Ri', 'D', 'L', 'D', 'Bi', 'B', 'Bi', 'D', 'Di', 'Bi', 'F', 'Di', 'B', 'L', 'L', 'Fi', 'D', 'Fi', 'Li', 'Fi', 'Di']
['Ri', 'Ui', 'Ui', 'Li', 'U', 'L', 'D', 'D', 'L', 'R', 'Bi', 'Fi', 'F', 'L', 'Ri', 'R', 'Di', 'Bi', 'F', 'U', 'Di', 'Di', 'Li', 'R', 'Bi', 'B', 'Di', 'L', 'R', 'Ui']
['U', 'D', 'D', 'Ui', 'Ui', 'Li', 'B', 'Bi', 'D', 'Ui', 'Bi', 'Ri', 'Di', 'F', 'U', 'L', 'B', 'D', 'Bi', 'Di', 'R', 'U', 'L', 'Ui', 'Fi', 'Ui', 'Bi', 'Di', 'Di', 'B']
['L', 'U', 'Fi', 'F', 'R', 'L', 'B', 'L', 'F', 'R', 'Di', 'F', 'Ui', 'Li', 'Ui', 'F', 'Bi', 'Ui', 'F', 'B', 'L', 'U', 'Ri', 'Ri', 'D', 'U', 'Di', 'Fi', 'L', 'Fi']
['Bi', 'R', 'L', 'L', 'Ri', 'Ri', 'Fi', 'Ui', 'Ui', 'F', 'B', 'Di', 'D', 'D', 'Di', 'B', 'U', 'R', 'U', 'Fi', 'Li', 'Fi', 'U', 'Ri', 'Ri', 'Li', 'Li', 'U', 'R', 'Ri']
['Bi', 'Ri', 'Ui', 'L', 'Fi', 'Ui', 'Fi', 'U', 'B', 'Bi', 'R', 'F', 'R', 'R', 'D', 'D', 'Bi', 'R', 'L', 'Di', 'D', 'Ui', 'Li', 'Bi', 'Fi', 'Ui', 'Di', 'B', 'F', 'Ri']
['L', 'U', 'Ui', 'U', 'Fi', 'Ui', 'D', 'L', 'Fi', 'B', 'Ui', 'F', 'Ri', 'Li', 'Bi', 'B', 'B', 'L', 'F', 'Li', 'U', 'D', 'L', 'Ui', 'Ui', 'Fi', 'Fi', 'B', 'L', 'Ri']
['D', 'Fi', 'Ui', 'L', 'F', 'F', 'R', 'Di', 'Ri', 'Di', 'L', 'L', 'Di', 'F', 'Di', 'Ri', 'Li', 'U', 'Fi', 'Li', 'Ui', 'B', 'Ri', 'L', 'Ri', 'R', 'D', 'D', 'Li', 'U']
['L', 'R', 'Fi', 'L', 'L', 'U', 'Bi', 'Di', 'Fi', 'U', 'Fi', 'Ui', 'Di', 'Fi', 'B', 'L', 'Li', 'Di', 'Ui', 'U', 'D', 'Fi', 'Ri', 'Fi', 'Di', 'Fi', 'F', 'Ri', 'Li', 'Di']
['U', 'U', 'Bi', 'Di', 'Li', 'F', 'R', 'F', 'D', 'D', 'Fi', 'L', 'Ri', 'Di', 'L', 'L', 'D', 'L', 'Fi', 'Bi', 'Bi', 'Ri', 'D', 'Ri', 'F', 'B', 'Li', 'F', 'Ui', 'L']
['B', 'Fi', 'R', 'Bi', 'Ri', 'Li', 'U', 'R', 'Fi', 'D', 'U', 'Li', 'Di', 'Li', 'Li', 'Ri', 'R', 'B', 'Di', 'Di', 'L', 'Bi', 'R', 'Fi', 'Fi', 'R', 'Fi', 'Bi', 'D', 'Fi']
