[' | ', 'Ui', 'L', 'Fi', 'Li', 'Di', 'R', 'D', 'U', 'yi', 'L', 'Fi', 'Li', ' | ', 'U2', 'Fi', 'U2', 'F', 'U2', 'Ri', 'Ui', 'R', ' | ', 'U2', 'Li', 'U2', 'L', 'U2', 'yi', 'Li', 'Ui', 'L', ' | ', 'R', 'U', 'Ri', 'Ui', 'Ri', 'Ui', 'R', ' | ', 'U2', 'R', 'U', 'Ri', 'Ui', 'R', 'U', 'Ri', ' | ', ' | ', 'U', 'L', 'F', 'Ui', 'Fi', 'U', 'F', 'U2', 'Fi', 'Ui', 'Li', ' | ', 'Li', 'M', 'Ui', 'L', 'U', 'Mi', 'Ui', 'Li', 'U', 'L', 'Ui']
[' | ', 'Ui', 'L', 'Fi', 'Li', 'U', 'R2', 'L', 'yi', 'L', 'U2', 'L', 'Fi', 'Li', ' | ', 'y', 'Ri', 'U', 'R', 'F', 'U', 'Fi', ' | ', 'U2', 'L', 'U2', 'Li', 'U2', 'Ri', 'Ui', 'R', ' | ', 'Ui', 'R', 'Ui', 'Ri', 'L', 'Ui', 'Li', ' | ', 'Fi', 'U2', 'F', 'Ui', 'Fi', 'U', 'F', ' | ', ' | ', 'F2', 'Di', 'F', 'U2', 'Fi', 'D', 'F', 'U2', 'F', ' | ']
[' | ', 'Di', 'Li', 'D', 'D', 'yi', 'Li', 'Di', 'Fi', ' | ', 'Ui', 'R', 'Ui', 'Ri', 'y', 'Ri', 'Ui', 'R', ' | ', 'U2', 'F', 'Ui', 'Fi', ' | ', 'Ui', 'y', 'Ri', 'Ui', 'R', 'F', 'Ui', 'Fi', ' | ', 'Ui', 'y', 'R', 'Ui', 'Ri', 'U', 'Fi', 'Ui', 'F', ' | ', ' | ', 'Ui', 'L', 'F2', 'D', 'Fi', 'U', 'F', 'Di', 'F2', 'Ui', 'Li', ' | ', 'U2', 'Mi', 'U', 'M', 'U', 'Mi', 'U2', 'Mi', 'U', 'Mi', 'U', 'M', 'U', 'Mi', 'U', 'Mi', 'Ui']
[' | ', 'Fi', 'R', 'Di', 'F', 'D', 'L', 'yi', 'L', 'Ui', 'F2', ' | ', 'L', 'Ui', 'Li', 'Ui', 'R', 'Ui', 'Ri', ' | ', 'Ui', 'Ri', 'Ui', 'R', 'U', 'Ri', 'Ui', 'R', ' | ', 'Ui', 'Li', 'Ui', 'L', 'U', 'Li', 'Ui', 'L', ' | ', 'L', 'Ui', 'Li', 'U', 'L', 'U', 'Li', ' | ', ' | ', 'y', 'R2', 'Di', 'R', 'U2', 'Ri', 'D', 'R', 'U2', 'R', ' | ', 'Ri', 'Ui', 'R', 'U', 'M', 'Ui', 'Ri', 'U', 'R', 'Mi']
[' | ', 'U2', 'F2', 'U2', 'R2', 'yi', 'L2', 'D', 'Ri', 'Di', ' | ', 'U', 'F', 'U', 'Fi', 'y', 'R', 'Ui', 'Ri', ' | ', 'Li', 'U2', 'L', 'U', 'Ri', 'U', 'R', ' | ', 'U2', 'F', 'Ui', 'Fi', 'U2', 'yi', 'Li', 'U', 'L', ' | ', 'Ui', 'Fi', 'U2', 'F', 'Ui', 'R', 'U', 'Ri', ' | ', ' | ', 'U', 'L', 'U2', 'L2', 'yi', 'L', 'F', 'Li', 'F', 'U2', 'Fi', ' | ', 'Mi', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'M2', 'Ui', 'Mi', 'Ui']
[' | ', 'U', 'L', 'Fi', 'Li', 'L', 'D', 'y', 'R', 'Di', 'Ui', 'F', 'Ri', 'Fi', 'U', 'yi', 'L2', ' | ', 'U', 'Li', 'U', 'L', ' | ', 'U', 'Ri', 'U', 'R', 'Fi', 'U', 'F', ' | ', 'U', 'y', 'Ri', 'U2', 'R', 'U', 'R', 'U', 'Ri', ' | ', 'Ri', 'U', 'R', 'Ui', 'Ri', 'U', 'R', ' | ', ' | ', 'Ui', 'F', 'R', 'U', 'Ri', 'Ui', 'Fi', ' | ', 'Mi', 'U', 'Mi', 'U', 'Mi', 'U2', 'M', 'U', 'M', 'U', 'M', 'U']
[' | ', 'Ui', 'L', 'Fi', 'Li', 'Ui', 'R2', 'yi', 'L2', 'F', ' | ', 'Ui', 'y', 'R', 'Ui', 'Ri', 'U2', 'Fi', 'Ui', 'F', ' | ', 'U', 'yi', 'L', 'U2', 'Li', 'Ui', 'Fi', 'U', 'F', ' | ', 'U', 'Li', 'U2', 'L', 'Ui', 'F', 'U', 'Fi', ' | ', 'yi', 'Li', 'U', 'L', 'Ui', 'F', 'Ui', 'Fi', 'U2', 'F', 'U', 'Fi', ' | ', ' | ', 'y', 'R', 'Ui', 'Li', 'U', 'Ri', 'Ui', 'L', ' | ', 'U2', 'M', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'Mi', 'U2']
[' | ', 'D2', 'y', 'Ri', 'D2', 'L', 'Fi', 'Li', 'U2', 'R2', 'D2', 'F', 'D2', ' | ', 'Ri', 'U', 'R', 'Ui', 'yi', 'L', 'U', 'Li', ' | ', 'U2', 'Ri', 'U2', 'R', 'U2', 'Fi', 'Ui', 'F', ' | ', 'Ui', 'yi', 'L', 'U', 'Li', 'U', 'L', 'U', 'Li', ' | ', 'U', 'Fi', 'Ui', 'F', 'Ui', 'R', 'U', 'Ri', ' | ', ' | ', 'y', 'R2', 'Di', 'R', 'U2', 'Ri', 'D', 'R', 'U2', 'R', ' | ', 'Ui', 'L', 'U', 'L', 'Fi', 'Li', 'F', 'Ui', 'Li', 'Ri', 'Ui', 'Ri', 'F', 'R', 'Fi', 'U', 'R', 'U2']
[' | ', 'y', 'R', 'D', 'F', 'Di', 'Fi', 'D', 'y', 'Ri', 'Di', 'Ui', 'R2', ' | ', 'U2', 'F', 'U2', 'Fi', 'L', 'U', 'Li', ' | ', 'Ui', 'Fi', 'U2', 'F', 'U2', 'yi', 'L', 'Ui', 'Li', ' | ', 'Ui', 'R', 'Ui', 'Ri', 'U', 'Fi', 'Ui', 'F', ' | ', 'U', 'Ri', 'Ui', 'R', 'U', 'Ri', 'Ui', 'R', ' | ', ' | ', 'U', 'R', 'y', 'R', 'Ui', 'Ri', 'Ui', 'R', 'U', 'Ri', 'Fi', ' | ', 'Mi', 'U', 'Mi', 'U', 'Mi', 'U2', 'M', 'U', 'M', 'U', 'M']
[' | ', 'Fi', 'U', 'R2', 'U', 'R', 'y', 'Ri', 'Fi', 'yi', 'L2', ' | ', 'U', 'Li', 'U2', 'L', 'F', 'U', 'Fi', ' | ', 'Ui', 'R', 'Ui', 'Ri', 'Fi', 'Ui', 'F', ' | ', 'U', 'L', 'Ui', 'Li', 'U', 'L', 'Ui', 'Li', ' | ', 'Ri', 'U', 'R', 'yi', 'L', 'U', 'Li', ' | ', ' | ', 'Fi', 'U2', 'F', 'U2', 'F', 'Ri', 'Fi', 'R', ' | ']
[' | ', 'L', 'Di', 'Li', 'D', 'Ui', 'F', 'Ri', 'Fi', 'Ui', 'y', 'R2', 'D2', 'F', 'D2', ' | ', 'U', 'L', 'U2', 'Li', 'Ui', 'yi', 'L', 'Ui', 'Li', ' | ', 'R', 'U', 'Ri', 'U2', 'Li', 'Ui', 'L', ' | ', 'Ui', 'Ri', 'U2', 'R', 'Ui', 'Fi', 'U', 'F', ' | ', 'y', 'R', 'U2', 'Ri', 'U2', 'R', 'Ui', 'Ri', ' | ', ' | ', 'Ui', 'F', 'U', 'Fi', 'U', 'F', 'U', 'y', 'Ri', 'U', 'Li', 'Ui', 'R', ' | ', 'Ui', 'Mi', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'M2', 'Ui', 'Mi', 'Ui']
[' | ', 'Fi', 'Di', 'F', 'D', 'yi', 'L', 'F', ' | ', 'U', 'yi', 'Li', 'Ui', 'L', 'Ri', 'U', 'R', ' | ', 'U', 'Fi', 'U', 'F', 'Ui', 'Li', 'U', 'L', ' | ', 'U', 'L', 'U', 'Li', 'Ui', 'y', 'Ri', 'Ui', 'R', ' | ', 'F', 'Ui', 'Fi', 'Li', 'U', 'L', 'U2', 'Li', 'Ui', 'L', ' | ', ' | ', 'Li', 'Ui', 'L', 'Ui', 'Li', 'U2', 'L2', 'U', 'Li', 'U', 'L', 'U2', 'Li', ' | ']
[' | ', 'y', 'R', 'F', 'F', 'Ri', 'Fi', 'U2', 'R', 'y', 'Ri', 'Fi', ' | ', 'Ui', 'F', 'Ui', 'Fi', 'U2', 'L', 'U', 'Li', ' | ', 'U', 'R', 'Ui', 'Ri', 'U2', 'Ri', 'Ui', 'R', ' | ', 'U2', 'R', 'Ui', 'Ri', 'U', 'R', 'U', 'Ri', ' | ', 'U', 'Li', 'U2', 'L', 'Ui', 'Li', 'U', 'L', ' | ', ' | ', 'F', 'U2', 'Fi', 'Ui', 'F', 'U', 'Fi', 'U2', 'Fi', 'L', 'F', 'Li', ' | ', 'M', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'M2', 'U', 'M', 'U2', 'Mi', 'U', 'M', 'U2']
[' | ', 'D2', 'yi', 'L', 'D2', 'D2', 'Fi', 'D2', 'Di', 'y', 'Ri', 'D', 'U', 'L2', ' | ', 'U', 'Fi', 'Ui', 'F', 'yi', 'Li', 'U', 'L', ' | ', 'Fi', 'U', 'F', ' | ', 'Ui', 'L', 'Ui', 'Li', 'U2', 'y', 'R', 'U', 'Ri', ' | ', 'Ui', 'Ri', 'U2', 'R', 'Ui', 'Ri', 'Ui', 'R', ' | ', ' | ', 'R', 'U2', 'Ri', 'Ui', 'R', 'U', 'Ri', 'U2', 'Ri', 'F', 'R', 'Fi', ' | ', 'U2', 'R', 'U', 'Ri', 'Ui', 'Mi', 'U', 'R', 'Ui', 'Ri', 'M', 'U2']
[' | ', 'U2', 'L', 'Fi', 'Li', 'D', 'yi', 'Li', 'Di', 'F', 'L', 'F', 'Di', 'L', 'D', ' | ', 'U', 'L', 'Ui', 'Li', 'Ui', 'Fi', 'Ui', 'F', ' | ', 'U', 'Ri', 'U2', 'R', 'Ui', 'Ri', 'U', 'R', ' | ', 'U2', 'yi', 'Li', 'U2', 'L', 'Ui', 'F', 'Ui', 'Fi', ' | ', 'Ui', 'Fi', 'U', 'F', 'Ui', 'Fi', 'U', 'F', ' | ', ' | ', 'Ui', 'F', 'U', 'Fi', 'U', 'F', 'Ui', 'F', 'D', 'Fi', 'Ui', 'F', 'Di', 'F2', ' | ', 'Ui', 'M2', 'Ui', 'Mi', 'U2', 'M', 'U', 'Mi', 'Ui', 'M', 'U2', 'M', 'U', 'M', 'Ui']
[' | ', 'U', 'L', 'Fi', 'Li', 'Ui', 'F', 'Ri', 'Fi', 'U2', 'R', 'y', 'Ri', 'Fi', 'D2', 'F', 'D2', ' | ', 'Ui', 'Ri', 'U2', 'R', 'Fi', 'U', 'F', ' | ', 'Ui', 'y', 'Ri', 'U2', 'R', 'Ui', 'Ri', 'Ui', 'R', ' | ', 'U2', 'L', 'U', 'Li', 'Ui', 'L', 'U', 'Li', ' | ', 'Ui', 'R', 'U', 'Ri', 'Ui', 'Fi', 'U', 'F', ' | ', ' | ', 'U', 'y', 'Ri', 'Ui', 'R', 'Ui', 'Ri', 'U', 'Ri', 'Di', 'R', 'U', 'Ri', 'D', 'R2', ' | ']
[' | ', 'D', 'R', 'Di', 'L', 'D2', 'Li', 'D2', 'Di', 'Ri', 'D', 'D', 'Fi', 'Di', ' | ', 'R', 'U2', 'Ri', 'U', 'R', 'Ui', 'Ri', ' | ', 'L', 'Ui', 'Li', 'U', 'Li', 'Ui', 'L', ' | ', 'Li', 'Ui', 'L', 'Ui', 'Li', 'U2', 'L', 'Ui', 'y', 'Ri', 'Ui', 'R', ' | ', 'U2', 'Fi', 'U', 'F', 'U2', 'R', 'U', 'Ri', ' | ', ' | ', 'y', 'Ri', 'Ui', 'R', 'Ui', 'Ri', 'U2', 'R2', 'U', 'Ri', 'U', 'R', 'U2', 'Ri', ' | ', 'Mi', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'M2', 'Ui', 'Mi', 'U']
[' | ', 'D2', 'yi', 'Li', 'D2', 'D2', 'Fi', 'D2', 'D2', 'R', 'D2', 'U2', 'F2', ' | ', 'U2', 'F', 'Ui', 'Fi', 'Ri', 'Ui', 'R', ' | ', 'Li', 'U', 'L', 'U2', 'Fi', 'Ui', 'F', ' | ', 'U2', 'yi', 'Li', 'U2', 'L', 'Ui', 'Li', 'U', 'L', ' | ', 'U2', 'R', 'Ui', 'Ri', 'Fi', 'Ui', 'F', ' | ', ' | ', 'yi', 'Li', 'Ui', 'L', 'Ui', 'Li', 'U2', 'L2', 'U', 'Li', 'U', 'L', 'U2', 'Li', ' | ', 'Ui', 'F', 'Mi', 'U', 'Fi', 'Ui', 'M', 'U', 'F', 'Ui', 'Fi']
[' | ', 'R', 'D', 'Ri', 'Di', 'D', 'y', 'Ri', 'Di', 'R', 'D2', 'F', 'D2', ' | ', 'Fi', 'Ui', 'F', 'Ui', 'Li', 'U', 'L', ' | ', 'U', 'L', 'Ui', 'Li', 'U', 'L', 'U', 'Li', ' | ', 'U2', 'Ri', 'U2', 'R', 'Ui', 'Ri', 'U', 'R', ' | ', 'R', 'U2', 'Ri', 'U', 'Fi', 'Ui', 'F', ' | ', ' | ', 'U', 'Ui', 'y', 'Ri', 'F', 'R', 'U', 'F', 'Ui', 'R', 'U', 'Ri', 'Ui', 'Fi', ' | ']
[' | ', 'D', 'Ri', 'Di', 'R', 'L', 'yi', 'L', 'F', ' | ', 'U', 'F', 'Ui', 'Fi', 'U', 'yi', 'L', 'U', 'Li', ' | ', 'Ui', 'R', 'Ui', 'Ri', 'U2', 'Ri', 'Ui', 'R', ' | ', 'U', 'R', 'U', 'Ri', 'Ui', 'Fi', 'U', 'F', ' | ', 'U2', 'Li', 'U', 'L', 'U', 'F', 'Ui', 'Fi', ' | ', ' | ', 'R', 'U', 'Ri', 'U', 'R', 'U2', 'Ri', ' | ', 'U2', 'R', 'U', 'R', 'y', 'Ri', 'Fi', 'R', 'Ui', 'Fi', 'y', 'Ri', 'Ui', 'Ri', 'F', 'R', 'Fi', 'U', 'R', 'U']
[' | ', 'L', 'Di', 'Li', 'D', 'U', 'F', 'Ri', 'Fi', 'L', 'D', 'Li', 'Di', ' | ', 'F', 'Ui', 'Fi', ' | ', 'L', 'Ui', 'Li', 'U2', 'y', 'Ri', 'Ui', 'R', ' | ', 'U', 'Fi', 'U', 'F', 'U2', 'Li', 'Ui', 'L', ' | ', 'Fi', 'U', 'F', 'Ui', 'Fi', 'Ui', 'F', ' | ', ' | ', 'L', 'Ui', 'Ri', 'U', 'Li', 'Ui', 'R', ' | ', 'Ui', 'Mi', 'Ui', 'M', 'U', 'Mi', 'U', 'M', 'U', 'Mi', 'U', 'M', 'U2', 'Mi', 'Ui', 'M', 'Ui']
[' | ', 'D2', 'yi', 'Li', 'D2', 'D2', 'F', 'D2', 'D2', 'R', 'D2', 'U2', 'F2', ' | ', 'Fi', 'U2', 'F', 'Ui', 'Li', 'U', 'L', ' | ', 'U2', 'L', 'U', 'Li', ' | ', 'Fi', 'U2', 'F', 'Ui', 'Fi', 'Ui', 'F', ' | ', 'Ui', 'y', 'R', 'U', 'Ri', 'Ui', 'R', 'U', 'Ri', ' | ', ' | ', 'F', 'U2', 'Fi', 'Ui', 'F', 'Ui', 'F2', 'U2', 'F', 'U', 'Fi', 'U', 'F', ' | ', 'M', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'Mi', 'U2']
[' | ', 'F', 'Di', 'L', 'D', 'Ui', 'F', 'Ri', 'Fi', 'D2', 'F', 'D2', 'D2', 'Ri', 'D2', ' | ', 'U', 'F', 'U2', 'Fi', 'R', 'Ui', 'Ri', ' | ', 'yi', 'L', 'U', 'Li', 'U2', 'L', 'U', 'Li', ' | ', 'U', 'F', 'U2', 'Fi', 'R', 'U', 'Ri', ' | ', 'Li', 'Ui', 'L', 'F', 'Ui', 'Fi', 'Li', 'Ui', 'L', ' | ', ' | ', 'U', 'L', 'U2', 'Li', 'Ui', 'L', 'Ui', 'Li', ' | ', 'U2', 'Mi', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'M2', 'Ui', 'Mi', 'U']
[' | ', 'U2', 'F2', 'L', 'D2', 'Li', 'D2', 'y', 'R', 'Di', 'F', 'D', 'Ui', 'yi', 'L2', ' | ', 'Ui', 'Ri', 'U', 'R', 'F', 'U', 'Fi', ' | ', 'yi', 'L', 'U', 'Li', 'Ri', 'Ui', 'R', ' | ', 'U2', 'F', 'Ui', 'Fi', 'Ui', 'yi', 'Li', 'Ui', 'L', ' | ', 'Fi', 'Ui', 'F', 'U2', 'Fi', 'U', 'F', ' | ', ' | ', 'F', 'U2', 'Fi', 'Ui', 'F', 'U', 'Fi', 'U2', 'Fi', 'L', 'F', 'Li', ' | ']
[' | ', 'y', 'R', 'D2', 'Ri', 'D2', 'U2', 'F2', 'y', 'R', 'F', 'R', 'Di', 'F', 'D', ' | ', 'U', 'R', 'Ui', 'Ri', 'U2', 'Fi', 'Ui', 'F', ' | ', 'Ui', 'F', 'U2', 'Fi', 'U', 'Li', 'Ui', 'L', ' | ', 'yi', 'Li', 'U', 'L', 'U', 'F', 'Ui', 'Fi', ' | ', 'y', 'Ri', 'U2', 'R', 'U', 'Ri', 'Ui', 'R', ' | ', ' | ', 'Li', 'Ui', 'L', 'Ui', 'Li', 'U2', 'L2', 'U', 'Li', 'U', 'L', 'U2', 'Li', ' | ', 'Ui', 'Mi', 'Ui', 'M', 'U', 'Mi', 'U', 'M', 'U', 'Mi', 'U', 'M', 'U2', 'Mi', 'Ui', 'M']
[' | ', 'Di', 'L', 'D', 'R2', 'U2', 'yi', 'L2', 'Di', 'Li', 'D', ' | ', 'F', 'Ui', 'Fi', 'U2', 'F', 'Ui', 'Fi', ' | ', 'R', 'U', 'Ri', 'U2', 'Fi', 'Ui', 'F', ' | ', 'U', 'L', 'Ui', 'Li', 'U', 'y', 'Ri', 'U', 'R', ' | ', ' | ', 'F2', 'Di', 'F', 'U2', 'Fi', 'D', 'F', 'U2', 'F', ' | ', 'U', 'Ri', 'Ui', 'Ri', 'F', 'R', 'Fi', 'U', 'R', 'F', 'R', 'U', 'Ri', 'Ui', 'Fi', 'U']
[' | ', 'Di', 'Li', 'D', 'Ui', 'F', 'Ri', 'Fi', 'U2', 'R', 'y', 'Ri', 'Fi', 'D2', 'F', 'D2', ' | ', 'U', 'R', 'Ui', 'Ri', 'Ui', 'F', 'U', 'Fi', ' | ', 'Fi', 'U', 'F', 'U', 'y', 'Ri', 'Ui', 'R', ' | ', 'F', 'U2', 'Fi', 'U', 'Fi', 'Ui', 'F', ' | ', 'U2', 'F', 'U', 'Fi', 'Li', 'Ui', 'L', ' | ', ' | ', 'U', 'yi', 'L', 'Fi', 'Li', 'F', 'U2', 'F', 'Ui', 'Fi', 'U', 'F', 'U2', 'Fi', ' | ', 'L', 'F', 'U', 'Fi', 'Ui', 'Li', 'Fi', 'Ui', 'Fi', 'L', 'F', 'Li', 'U', 'F', 'Ui']
[' | ', 'U2', 'L', 'Fi', 'Li', 'U2', 'R2', 'U2', 'R', 'y', 'Ri', 'Fi', 'D2', 'Fi', 'D2', ' | ', 'Ui', 'Li', 'Ui', 'L', ' | ', 'U2', 'yi', 'Li', 'Ui', 'L', 'Ui', 'F', 'U', 'Fi', ' | ', 'Ui', 'yi', 'L', 'Ui', 'Li', 'U', 'F', 'Ui', 'Fi', ' | ', 'L', 'U', 'Li', 'U2', 'L', 'U', 'Li', 'Ui', 'L', 'U', 'Li', ' | ', ' | ', 'U', 'L', 'F', 'Ui', 'Fi', 'U', 'F', 'U2', 'Fi', 'Ui', 'Li', ' | ', 'Ui', 'Mi', 'Ui', 'M', 'U', 'Mi', 'U', 'M', 'U', 'Mi', 'U', 'M', 'U2', 'Mi', 'Ui', 'M', 'Ui']
[' | ', 'R', 'F', 'F', 'Ri', 'Fi', 'L', 'y', 'R', 'Di', 'Ri', 'D', ' | ', 'U', 'R', 'U2', 'Ri', 'L', 'U', 'Li', ' | ', 'Ui', 'Li', 'Ui', 'L', 'U2', 'Fi', 'Ui', 'F', ' | ', 'F', 'U', 'Fi', 'Ui', 'Ri', 'Ui', 'R', ' | ', 'Li', 'U', 'L', 'Ui', 'F', 'Ui', 'Fi', 'U2', 'F', 'U', 'Fi', ' | ', ' | ', 'Fi', 'Ui', 'F', 'Ui', 'Fi', 'U2', 'F2', 'U', 'Fi', 'U', 'F', 'U2', 'Fi', ' | ', 'U', 'Mi', 'Ui', 'M', 'U', 'Mi', 'Ui', 'M', 'Ui', 'Mi', 'U2', 'M', 'U']
[' | ', 'L', 'D', 'y', 'R', 'Di', 'Ui', 'F', 'Ri', 'Fi', 'D', 'L', 'Di', ' | ', 'U', 'y', 'R', 'U2', 'Ri', 'Ui', 'L', 'Ui', 'Li', ' | ', 'U', 'Fi', 'U', 'F', ' | ', 'Ri', 'U2', 'R', 'Li', 'U', 'L', ' | ', 'Ui', 'y', 'R', 'Ui', 'Ri', 'U', 'R', 'U', 'Ri', ' | ', ' | ', 'F', 'U2', 'Fi', 'Ui', 'F', 'U', 'Fi', 'U2', 'Fi', 'L', 'F', 'Li', ' | ', 'Ui', 'Mi', 'U', 'M', 'U', 'Mi', 'U2', 'Mi', 'U', 'Mi', 'U', 'M', 'U', 'Mi', 'U', 'Mi']
[' | ', 'Ui', 'L', 'Fi', 'Li', 'R', 'U2', 'yi', 'L2', 'U2', 'L', 'Fi', 'Li', ' | ', 'U2', 'Fi', 'Ui', 'F', 'Ui', 'R', 'U', 'Ri', ' | ', 'Ui', 'y', 'Ri', 'Ui', 'R', 'U2', 'Fi', 'Ui', 'F', ' | ', 'Ui', 'y', 'Ri', 'Ui', 'R', 'Ui', 'Ri', 'U', 'R', ' | ', 'U2', 'R', 'Ui', 'Ri', ' | ', ' | ', 'Fi', 'U', 'y', 'Ri', 'U2', 'L', 'Ui', 'Li', 'U2', 'L', 'R', ' | ', 'U2', 'L', 'Mi', 'U', 'Li', 'Ui', 'M', 'U', 'L', 'Ui', 'Li', 'U']
[' | ', 'F', 'Di', 'L', 'D', 'D', 'L', 'Di', 'D2', 'R', 'D2', ' | ', 'U2', 'F', 'U2', 'Fi', 'Ui', 'F', 'U', 'Fi', ' | ', 'Ui', 'y', 'R', 'U', 'Ri', 'U2', 'Ri', 'Ui', 'R', ' | ', 'U2', 'R', 'Ui', 'Ri', 'Ui', 'Li', 'Ui', 'L', ' | ', 'Ui', 'R', 'Ui', 'Ri', 'U', 'Fi', 'Ui', 'F', ' | ', ' | ', 'U2', 'L', 'U2', 'Li', 'U2', 'Li', 'yi', 'L', 'F', 'Li', ' | ', 'U2', 'Mi', 'Ui', 'Mi', 'U2', 'Mi', 'U', 'M', 'Ui', 'Mi', 'U2', 'M', 'U', 'M2']
[' | ', 'F', 'y', 'R', 'F', 'y', 'R', 'D', 'Ri', 'Di', 'F', 'Ri', 'Fi', ' | ', 'F', 'U', 'Fi', 'Ri', 'U', 'R', ' | ', 'F', 'U2', 'Fi', 'U2', 'L', 'Ui', 'Li', ' | ', 'U', 'Li', 'Ui', 'L', 'Ui', 'R', 'U', 'Ri', ' | ', 'U', 'F', 'U', 'Fi', 'U2', 'F', 'U', 'Fi', ' | ', ' | ', 'yi', 'Li', 'Ui', 'L', 'Ui', 'Li', 'U', 'L', 'F', 'R', 'U', 'Ri', 'Fi', ' | ', 'U2', 'Fi', 'Ui', 'F', 'U', 'M', 'Ui', 'Fi', 'U', 'F', 'Mi']
[' | ', 'F', 'Di', 'L', 'D', 'y', 'R', 'F', 'Ui', 'R2', 'D2', 'F', 'D2', ' | ', 'Ui', 'yi', 'L', 'U', 'Li', ' | ', 'U', 'Li', 'U', 'L', 'F', 'U', 'Fi', ' | ', 'y', 'R', 'U', 'Ri', 'Ui', 'R', 'U', 'Ri', ' | ', 'F', 'Ui', 'Fi', 'U', 'F', 'U2', 'Fi', 'U', 'F', 'Ui', 'Fi', ' | ', ' | ', 'U', 'Fi', 'Ui', 'F', 'Ui', 'Fi', 'U', 'Fi', 'Di', 'F', 'U', 'Fi', 'D', 'F2', ' | ', 'Fi', 'Ui', 'F', 'U', 'M', 'Ui', 'Fi', 'U', 'F', 'Mi', 'U']
[' | ', 'D2', 'y', 'R', 'D2', 'F', 'Di', 'L', 'D', 'Ui', 'F', 'Ri', 'Fi', 'Ui', 'yi', 'L2', ' | ', 'U2', 'F', 'U2', 'Fi', 'U2', 'L', 'Ui', 'Li', ' | ', 'U', 'Li', 'U', 'L', 'U2', 'Li', 'U', 'L', ' | ', 'U2', 'Ri', 'Ui', 'R', 'U2', 'Fi', 'Ui', 'F', ' | ', 'y', 'R', 'U', 'Ri', 'U', 'R', 'U', 'Ri', 'U2', 'Fi', 'Ui', 'F', ' | ', ' | ', 'R', 'Ui', 'Li', 'U', 'Ri', 'U', 'L', 'U', 'Li', 'U', 'L', ' | ', 'U', 'Mi', 'U', 'M', 'U', 'Mi', 'U2', 'Mi', 'U', 'Mi', 'U', 'M', 'U', 'Mi', 'U', 'Mi', 'U2']
[' | ', 'F', 'Ui', 'yi', 'L', 'Fi', 'Li', ' | ', 'U', 'Fi', 'Ui', 'F', ' | ', 'Ui', 'y', 'R', 'Ui', 'Ri', 'Fi', 'Ui', 'F', ' | ', 'U2', 'Ri', 'U', 'R', 'U', 'Ri', 'Ui', 'R', ' | ', 'yi', 'Li', 'Ui', 'L', 'U2', 'F', 'Ui', 'Fi', ' | ', ' | ', 'Fi', 'U', 'y', 'Ri', 'U2', 'L', 'Ui', 'Li', 'U2', 'L', 'R', ' | ', 'U', 'Ri', 'Ui', 'Ri', 'F', 'R', 'Fi', 'U', 'R', 'F', 'R', 'U', 'Ri', 'Ui', 'Fi', 'U2']
[' | ', 'U', 'L', 'Fi', 'Li', 'y', 'R', 'F', 'U2', 'F', 'Ri', 'Fi', 'U2', 'yi', 'L2', ' | ', 'Ui', 'Ri', 'Ui', 'R', ' | ', 'Ui', 'F', 'U2', 'Fi', 'Ui', 'F', 'U', 'Fi', ' | ', 'U', 'L', 'Ui', 'Li', 'Fi', 'Ui', 'F', ' | ', 'U2', 'y', 'Ri', 'U2', 'R', 'U2', 'Ri', 'Ui', 'R', ' | ', ' | ', 'Ui', 'L', 'U', 'Li', 'U', 'L', 'Ui', 'L', 'D', 'Li', 'Ui', 'L', 'Di', 'L2', ' | ', 'Mi', 'U', 'Mi', 'U', 'Mi', 'U2', 'M', 'U', 'M', 'U', 'M', 'Ui']
[' | ', 'D', 'Ri', 'Di', 'Ui', 'R2', 'D', 'Li', 'Di', 'Di', 'yi', 'L', 'D', ' | ', 'U', 'Fi', 'U', 'F', 'U', 'R', 'U', 'Ri', ' | ', 'Li', 'U', 'L', 'Ui', 'L', 'U', 'Li', 'Ri', 'U', 'R', ' | ', 'U', 'Li', 'U2', 'L', 'U', 'Li', 'Ui', 'L', ' | ', 'U2', 'L', 'Ui', 'Li', ' | ', ' | ', 'L', 'F', 'U', 'Fi', 'Ui', 'F', 'U', 'Fi', 'Ui', 'Li', ' | ', 'U2', 'y', 'Ri', 'M', 'Ui', 'R', 'U', 'Mi', 'Ui', 'Ri', 'U', 'R', 'U2']
